Country Name,Airport Name,IATA CODE
China,Ankang Fuqiang Airport,AKA
China,Aksu Airport,AKU
China,Altay Airport,AAT
China,Alxa Left Banner Airport,AXF
China,Aral Talim Airport,ACF
China,Baoshan Yunduan Airport,BSD
China,Baotou Erliban Airport,BAV
China,Bayannur Tianjitai Airport,RLK
China,Baishan Changbaishan Airport,NBS
China,Arxan Yiershi Airport,YIE
China,Baicheng Chang'an Airport,DBC
China,Baise Bama Airport,AEB
China,Fuyang Xiguan Airport,FUG
China,Fuyuan Dongji Airport,FYJ
China,Fuyun Koktokay Airport,FYN
China,Foshan Shadi Airport,FUO
China,Enshi Xujiaping Airport,ENH
China,Erenhot Saiwusu International Airport,ERL
China,Ezhou Huahu Airport,EHU
China,Fuzhou Changle International Airport,FOC
China,Guanghan Airport,GHN
China,Guangyuan Panlong Airport,GYS
China,Guangzhou Baiyun International Airport,CAN
China,Golog Maqin Airport,GMQ
China,Ganzhou Huangjin Airport,KOW
China,Garze Gesar Airport,GZG
China,Golmud Airport,GOQ
China,Dunhuang Airport,DNH
China,Chongqing Jiangbei International Airport,CKG
China,Dali Airport,DLU
China,Dalian Zhoushuizi International Airport,DLC
China,Chizhou Jiuhuashan Airport,JUH
China,Chengdu Tianfu International Airport,TFU
China,Chenzhou Beihu Airport,HCZ
China,Chifeng Yulong Airport,CIF
China,Dandong Langtou Airport,DDG
China,Dazhou Jinya Airport,DZH
China,Delingha Airport,HXD
China,Dongying Shengli Airport,DOY
China,Dayong Zhangjiajie Hehua Airport,DYG
China,Daocheng Yading Airport,DCY
China,Daqing Sartu Airport,DQA
China,Datong Yungang Airport,DAT
China,Luzhou Yunlong Airport,LZO
China,Xiamen Gaoqi International Airport,XMN
China,Xiangyang Liuji Airport,XFN
China,Xichang Qingshan Airport,XIC
China,Xiahe Gannan Airport,GXH
China,Wuyishan Airport,WUS
China,Wuzhou Changzhoudao Airport,WUZ
China,Xi'an Xianyang International Airport,XIY
China,Xilinhot Airport,XIL
China,Xinzhou Wutaishan Airport,WUT
China,Xuzhou Guanyin Airport,XUZ
China,Yan'an Nanniwan Airport,ENY
China,Xinyuan Nalati Airport,NLT
China,Xingyi Wanfenglin Airport,ACX
China,Xining Caojiabao Airport,XNN
China,Xinyang Minggang Airport,XAI
China,Wuxi Sunan Shuofang International Airport,WUX
China,Wanzhou Wuqiao Airport,WXN
China,Weifang Airport,WEF
China,Weihai Dashuibo Airport,WEH
China,Urumqi Diwopu International Airport,URC
China,Turpan Jiaohe Airport,TLQ
China,Ulanhot Airport,HLH
China,Ulanqab Jining Airport,UCB
China,Wenshan Puzhehei Airport,WNH
China,Wuhu Xuanzhou Airport,WHA
China,Wulong Chongqing Xiannvshan Airport,CQW
China,Wushan Chongqing Airport,WSK
China,Wuhan Tianhe International Airport,WUH
China,Wenzhou Longwan International Airport,WNZ
China,Wudalianchi Dedu Airport,DTU
China,Wuhai Airport,WUA
China,Zhangjiakou Ningyuan Airport,ZQZ
China,Zhangye Ganzhou Airport,YZY
China,Zhanjiang Wuchuan Airport,ZHA
China,Zhalantun Chengjisihan Airport,NZL
China,Yuncheng Guangong Airport,YCU
China,Yushu Batang Airport,YUS
China,Yutian Wanfang Airport,YTW
China,Zhaosu Tianma Airport,ZFL
China,Zhuhai Jinwan Airport,ZUH
China,Zunyi Maotai Airport,WMT
China,Zunyi Xinzhou Airport,ZYI
China,Zhoushan Putuoshan Airport,HSN
China,Zhaotong Airport,ZAT
China,Zhengzhou Xinzheng International Airport,CGO
China,Zhongwei Airport,ZHY
China,Yulin Fumian Airport,YLX
China,Yibin Caiba Airport,YBP
China,Yichang Sanxia Airport,YIH
China,Yichun Lindu Airport,LDS
China,Yantai Penglai International Airport,YNT
China,Yancheng Nanyang Airport,YNZ
China,Yangzhou Taizhou Airport,YTY
China,Yanji Chaoyangchuan Airport,YNJ
China,Yichun Mingyueshan Airport,YIC
China,Yongzhou Lingling Airport,LLF
China,Yueyang Sanhe Airport,YYA
China,Yulin Yuyang Airport,UYN
China,Yiwu Airport,YIW
China,Yinchuan Hedong International Airport,INC
China,Yingkou Lanqi Airport,YKH
China,Yining Airport,YIN
China,Qianjiang Wulingshan Airport,JIQ
China,Qiemo Airport,IQM
China,Qingdao Jiaodong International Airport,TAO
China,Qamdo Bamda Airport,BPX
China,Ordos Ejin Horo Airport,DSN
China,Panzhihua Bao'angong Airport,PZI
China,Pu'er Simao Airport,SYM
China,Qingyang Airport,IQN
China,Quanzhou Jinjiang Airport,JJN
China,Quzhou Airport,JUZ
China,Rizhao Shanzihe Airport,RIZ
China,Qiqihar Sanjiazi Airport,NDG
China,Qinhuangdao Beidaihe Airport,BPE
China,Qinhuangdao Shanhaiguan Airport,SHP
China,Qionghai Bo'ao Airport,BAR
China,Nyingchi Mainling Airport,LZY
China,Mianyang Nanjiao Airport,MIG
China,Mohe Gulian Airport,OHE
China,Mudanjiang Hailang Airport,MDG
China,Meixian Airport,MXZ
China,Lyuliang Airport,LLV
China,Mangshi Airport,LUM
China,Manzhouli Xijiao Airport,NZH
China,Nanchang Changbei International Airport,KHN
China,Nanyang Jiangying Airport,NNY
China,Ningbo Lishe International Airport,NGB
China,Ninglang Luguhu Airport,NLH
China,Nantong Xingdong Airport,NTG
China,Nanchong Gaoping Airport,NAO
China,Nanjing Lukou International Airport,NKG
China,Nanning Wuxu International Airport,NNG
China,Tacheng Airport,TCG
China,Taiyuan Wusu International Airport,TYN
China,Tangshan Sannuhe Airport,TVS
China,Songyuan Chaganhu Airport,YSQ
China,Shiquanhe Ngari Gunsa Airport,NGQ
China,Shiyan Wudangshan Airport,WDS
China,Songpan Jiuzhai Huanglong Airport,JZH
China,Tashkurgan Khunjerab Airport,HQL
China,Tongliao Airport,TGO
China,Tongren Fenghuang Airport,TEN
China,Tumxuk Tangwangcheng Airport,TWC
China,Tonghua Sanyuanpu Airport,TNH
China,Tengchong Tuofeng Airport,TCZ
China,Tianjin Binhai International Airport,TSN
China,Tianshui Maijishan Airport,THQ
China,Shijiazhuang Zhengding International Airport,SJW
China,Shanghai Hongqiao International Airport,SHA
China,Shanghai Pudong International Airport,PVG
China,Shangrao Sanqingshan Airport,SQD
China,Shache Yeerqiang Airport,QSZ
China,Ruoqiang Loulan Airport,RQA
China,Sanming Shaxian Airport,SQJ
China,Sanya Phoenix International Airport,SYX
China,Shangri-La Diqing Airport,DIG
China,Shenzhen Bao'an International Airport,SZX
China,Shigatse Peace Airport,RKZ
China,Shihezi Huayuan Airport,SHF
China,Shenyang Taoxian International Airport,SHE
China,Shaoguan Danxia Airport,HSC
China,Shaoyang Wugang Airport,WGN
China,Shennongjia Hongping Airport,HPG
Cocos (keeling) Islands,Cocos Islands Airport,CCK
Colombia,Ibague Perales Airport,IBE
Colombia,Ipiales San Luis Airport,IPI
Colombia,Lamacarena Airport,LMC
Colombia,Guapi Airport,GPI
Colombia,Cucuta Camilo Daza International Airport,CUC
Colombia,El Bagre Airport,EBG
Colombia,Florencia Gustavo Artunduaga Paredes Airport,FLA
Colombia,Medellin Jose Maria Cordova International Airport,MDE
Colombia,Mitu Fabio Alberto Leon Bentley Airport,MVP
Colombia,Mompos San Bernardo Airport,MMP
Colombia,Medellin Enrique Olaya Herrera Airport,EOH
Colombia,Leticia International Airport,LET
Colombia,Magangue Baracoa Regional Airport,MGN
Colombia,Manizales La Nubia Airport,MZL
Colombia,Bahia Solano Jose Celestino Mutis Airport,BSC
Colombia,Barrancabermeja Yariguies Airport,EJA
Colombia,Barranquilla Ernesto Cortissoz International Airport,BAQ
Colombia,Armenia El Eden International Airport,AXM
Colombia,Aguachica Hacaritama Airport,HAY
Colombia,Apartado Airport,APO
Colombia,Arauca Santiago Perez Quiroz Airport,AUC
Colombia,Cartagena Rafael Nunez International Airport,CTG
Colombia,Caucasia Juan H. White Airport,CAQ
Colombia,Corozal Las Brujas Airport,CZU
Colombia,Cali Alfonso Bonilla Aragon International Airport,CLO
Colombia,Bogota El Dorado International Airport,BOG
Colombia,Bucaramanga Palonegro International Airport,BGA
Colombia,Buenaventura Gerardo Tobar Lopez Airport,BUN
Colombia,Monteria Los Garzones Airport,MTR
Colombia,Santa Marta Simon Bolivar International Airport,SMR
Colombia,Saravena Los Colonizadores Airport,RVE
Colombia,Tame Gabriel Vargas Santos Airport,TME
Colombia,San Vicente del Caguan Eduardo Falla Solano Airport,SVI
Colombia,Riohacha Almirante Padilla Airport,RCH
Colombia,San Andres International Airport,ADZ
Colombia,San Jose del Guaviare Airport,SJE
Colombia,Villa Garzon Airport,VGZ
Colombia,Villavicencio Vanguardia Airport,VVC
Colombia,Yopal El Alcaravan Airport,EYP
Colombia,Valledupar Alfonso Lopez Pumarejo Airport,VUP
Colombia,Tarapaca Airport,TCD
Colombia,Tolu Golfo de Morrosquillo Airport,TLU
Colombia,Tumaco La Florida Airport,TCO
Colombia,Pereira Matecana International Airport,PEI
Colombia,Pitalito Airport,PTX
Colombia,Popayan Guillermo Leon Valencia Airport,PPN
Colombia,Pasto Antonio Narino Airport,PSO
Colombia,Neiva Benito Salas Airport,NVA
Colombia,Nuqui Airport,NQU
Colombia,Paipa Juan Jose Rondon Airport,RON
Colombia,Puerto Inirida Airport,PDA
Colombia,Puerto Leguizamo Caucaya Airport,LQM
Colombia,Quibdo El Carano,UIB
Colombia,Puerto Gaitan Morelia Airport,MSK
Colombia,Providencia El Embrujo Airport,PVA
Colombia,Puerto Asis Tres de Mayo Airport,PUU
Colombia,Puerto Carreno German Olano Airport,PCR
Comoros,Anjouan Ouani Airport,AJN
Comoros,Moroni Prince Said Ibrahim International Airport,HAH
Congo,Brazzaville Maya Maya Airport,BZV
Congo,Pointe Noire Airport,PNR
Cook Islands,Aitutaki Airport,AIT
Cook Islands,Avarua Rarotonga International Airport,RAR
Costa Rica,Liberia Guanacaste International Airport,LIR
Costa Rica,Limon International Airport,LIO
Costa Rica,Puerto Jimenez Airport,PJM
Costa Rica,Drake Bay Airport,DRK
Costa Rica,Golfito Airport,GLF
Costa Rica,La Fortuna Arenal Airport,FON
Costa Rica,Tambor Airport,TMU
Costa Rica,Tortuguero Airport,TTQ
Costa Rica,Tamarindo Airport,TNO
Costa Rica,Quepos La Managua Airport,XQP
Costa Rica,San Jose Juan Santamaria International Airport,SJO
Costa Rica,San Jose Tobias Bolanos International Airport,SYQ
Croatia,Losinj Airport,LSZ
Croatia,Osijek Airport,OSI
Croatia,Brac Bol Airport,BWK
Croatia,Dubrovnik Rudjer Boskovic Airport,DBV
Croatia,Pula Airport,PUY
Croatia,Zadar Airport,ZAD
Croatia,Zagreb Franjo Tudman Airport,ZAG
Croatia,Rijeka Airport,RJK
Croatia,Split Airport,SPU
Cuba,Cienfuegos Jaime Gonzalez Airport,CFG
Cuba,Guantanamo Bay Airport,NBW
Cuba,Guantanamo Mariana Grajales Airport,GAO
Cuba,Camaguey Ignacio Agramonte International Airport,CMW
Cuba,Cayo Coco Jardines del Rey Airport,CCC
Cuba,Cayo Largo del Sur Vilo Acuna Airport,CYO
Cuba,Havana Jose Marti International Airport,HAV
Cuba,Santa Clara Abel Santamaria Airport,SNU
Cuba,Santiago de Cuba Antonio Maceo Airport,SCU
Cuba,Varadero Juan Gualberto Gomez Airport,VRA
Cuba,Holguin Frank Pais Airport,HOG
Cuba,Manzanillo Sierra Maestra Airport,MZO
Cuba,Nueva Gerona Rafael Cabrera Airport,GER
Curacao,Willemstad Curacao Hato International Airport,CUR
Cyprus,RAF Akrotiri,AKT
Cyprus,Larnaca International Airport,LCA
Cyprus,Paphos International Airport,PFO
Czechia,Kunovice Airport,UHE
Czechia,Karlovy Vary Airport,KLV
Czechia,Ostrava Leos Janacek Airport,OSR
Czechia,Mnichovo Hradiste Airport,HRA
Czechia,Ceske Budejovice Airport,JCL
Czechia,Brno Turany Airport,BRQ
Czechia,Hradec Kralove Airport,QZH
Czechia,Cheb Airport,QZC
Czechia,Pardubice Airport,PED
Czechia,Pribram Airport,QZP
Czechia,Prerov Airport,PRV
Czechia,Zabreh Airport,ZBE
Czechia,Vodochody Airport,VOD
Czechia,Prague Kbely Airport,QZK
Czechia,Plzen Line Airport,QZN
Czechia,Prague Letnany Airport,QZL
Czechia,Prague Vaclav Havel Airport,PRG
Democratic Republic Of The Congo,Kalemie Airport,FMI
Democratic Republic Of The Congo,Isiro Matari Airport,IRP
Democratic Republic Of The Congo,Kananga Airport,KGA
Democratic Republic Of The Congo,Kamina Airport,KMN
Democratic Republic Of The Congo,Kuvumu Airport,BKY
Democratic Republic Of The Congo,Beni Airport,BNC
Democratic Republic Of The Congo,Goma International Airport,GOM
Democratic Republic Of The Congo,Bunia Airport,BUX
Democratic Republic Of The Congo,Kolwezi Airport,KWZ
Democratic Republic Of The Congo,Kisangani Bangoka International Airport,FKI
Democratic Republic Of The Congo,Mbuji Mayi Airport,MJM
Democratic Republic Of The Congo,Lubumbashi International Airport,FBM
Democratic Republic Of The Congo,Kindu Airport,KND
Democratic Republic Of The Congo,Kasongo Lunda Airport,KGN
Democratic Republic Of The Congo,Kiri Basango Mboliasa Airport,KRZ
Democratic Republic Of The Congo,Kinshasa N'Djili Airport,FIH
Denmark,Esbjerg Airport,EBJ
Denmark,Copenhagen Airport,CPH
Denmark,Karup Midtjyllands Airport,KRP
Denmark,Laeso Airport,BYR
Denmark,Kolding Vamdrup Airport,QEK
Denmark,Aarhus Sea Airport,QEA
Denmark,Aalborg Airport,AAL
Denmark,Aarhus Airport,AAR
Denmark,Copenhagen Sea Airport,QEC
Denmark,Billund Airport,BLL
Denmark,Sonderborg Airport,SGD
Denmark,Skive Airport,SQW
Denmark,Stauning Airport,STA
Denmark,Vojens Skrydstrup Airport,SKS
Denmark,Thisted Airport,TED
Denmark,Odense Hans Christian Andersen Airport,ODE
Denmark,Lolland Falster Airport,MRW
Denmark,Bornholm Airport,RNN
Denmark,Sindal Airport,CNL
Denmark,Roskilde Airport,RKE
Djibouti,Djibouti Ambouli International Airport,JIB
Dominica,Dominica Douglas Charles Airport,DOM
Dominica,Roseau Canefield Airport,DCF
Dominican Republic,Puerto Plata Gregorio Luperon International Airport,POP
Dominican Republic,Punta Cana International Airport,PUJ
Dominican Republic,Barahona Maria Montez International Airport,BRX
Dominican Republic,La Romana International Airport,LRM
Dominican Republic,Santo Domingo La Isabela International Airport,JBQ
Dominican Republic,Santo Domingo Las Americas International Airport,SDQ
Dominican Republic,Samana El Catey International Airport,AZS
Dominican Republic,Santiago de los Caballeros Cibao International Airport,STI
Ecuador,Seymour Baltra Galapagos Airport,GPS
Ecuador,Guayaquil International Airport,GYE
Ecuador,Latacunga Cotopaxi International Airport,LTX
Ecuador,Cuenca Mariscal Lamar International Airport,CUE
Ecuador,El Coca Francisco de Orellana Airport,OCC
Ecuador,Esmeraldas Carlos Concha Torres International Airport,ESM
Ecuador,Salinas General Ulpiano Paez Airport,SNC
Ecuador,San Cristobal Airport,SCY
Ecuador,Santa Rosa International Airport,ETR
Ecuador,Loja Ciudad de Catamayo Airport,LOH
Ecuador,Manta Eloy Alfaro International Airport,MEC
Ecuador,Quito Mariscal Sucre International Airport,UIO
Egypt,Cairo Capital International Airport,CCE
Egypt,Cairo International Airport,CAI
Egypt,El Arish International Airport,AAC
Egypt,El Alamein International Airport,DBB
Egypt,Alexandria Borg El Arab Airport,HBE
Egypt,Abu Simbel Airport,ABS
Egypt,Aswan International Airport,ASW
Egypt,Assiut Airport,ATZ
Egypt,Giza Sphinx International Airport,SPX
Egypt,Sharm el-Sheikh International Airport,SSH
Egypt,Port Said Airport,PSD
Egypt,Taba International Airport,TCP
Egypt,Sohag International Airport,HMB
Egypt,Luxor International Airport,LXR
Egypt,Hurghada International Airport,HRG
Egypt,Marsa Matruh International Airport,MUH
Egypt,Marsa Alam International Airport,RMF
El Salvador,San Salvador International Airport,SAL
El Salvador,San Salvador Ilopango International Airport,ILS
Equatorial Guinea,Bata Airport,BSG
Equatorial Guinea,Annobon Airport,NBN
Equatorial Guinea,Mongomo Mongomeyen Airport,GEM
Equatorial Guinea,Malabo International Airport,SSG
Eritrea,Asmara International Airport,ASM
Estonia,Kuressaare Airport,URE
Estonia,Kardla Airport,KDL
Estonia,Parnu Airport,EPU
Estonia,Tartu Airport,TAY
Estonia,Tallinn Lennart Meri Airport ,TLL
Eswatini,Manzini Matsapha Airport,MTS
Eswatini,Manzini King Mswati III International Airport,SHO
Ethiopia,Dessie Kombolcha Airport,DSE
Ethiopia,Bahir Dar Airport,BJR
Ethiopia,Gambela Airport,GMB
Ethiopia,Dire Dawa International Airport,DIR
Ethiopia,Axum Airport,AXU
Ethiopia,Arba Minch Airport,AMH
Ethiopia,Addis Ababa Bole Airport,ADD
Ethiopia,Awasa Airport,AWA
Ethiopia,Asosa Airport,ASO
Ethiopia,Lalibela Airport,LLI
Ethiopia,Jinka Baco Airport,BCO
Ethiopia,Semera Airport,SZE
Ethiopia,Mekele Alula Aba Nega Airport,MQX
Ethiopia,Jimma Aba Segud Airport,JIM
Ethiopia,Gode Airport,GDE
Ethiopia,Goba Robe Airport,GOB
Ethiopia,Jijiga Airport,JIJ
Ethiopia,Gondar Airport,GDQ
Falkland Islands (malvinas),Mount Pleasant Airport,MPN
Falkland Islands (malvinas),Stanley Airport,PSY
Faroe Islands,Vagar Airport,FAE
Fiji,Malolo Lailai Airport,PTF
Fiji,Mana Island Airport,MNF
Fiji,Labasa Airport,LBS
Fiji,Castaway Island Airport,CST
Fiji,Kandavu Airport,KDV
Fiji,Matei Taveuni Airport,TVU
Fiji,Nausori International Airport,SUV
Fiji,Yasawa Island Airport,YAS
Fiji,Savusavu Airport,SVU
Fiji,Nadi International Airport,NAN
Fiji,Rotuma Airport,RTA
Finland,Kemi Tornio Airport,KEM
Finland,Kajaani Airport,KAJ
Finland,Kittila Airport,KTT
Finland,Kuopio Airport,KUO
Finland,Kokkola-Pietarsaari Airport,KOK
Finland,Jyvaskyla Airport,JYV
Finland,Helsinki Vantaa Airport,HEL
Finland,Enontekio Airport,ENF
Finland,Hyvinkaa Airport,HYV
Finland,Joensuu Airport,JOE
Finland,Ivalo Airport,IVL
Finland,Kuusamo Airport,KAO
Finland,Seinajoki Airport,SJY
Finland,Savonlinna Airport,SVL
Finland,Tampere Pirkkala Airport,TMP
Finland,Vaasa Airport,VAA
Finland,Turku Airport,TKU
Finland,Rovaniemi Airport,RVN
Finland,Mariehamn Airport,MHQ
Finland,Lappeenranta Airport,LPP
Finland,Mikkeli Airport,MIK
Finland,Pori Airport,POR
Finland,Oulu Airport,OUL
France,Creil Air Base,CSF
France,Deauville Saint Gatien Airport,DOL
France,Colmar Houssen Airport,CMR
France,Courchevel Altiport,CVF
France,Dinard Pleurtuit Saint-Malo Airport,DNR
France,Dole Jura Airport,DLE
France,Dieppe Saint Aubin Airport,DPE
France,Dijon Longvic Airport,DIJ
France,Chambery Airport,CMF
France,Chateauroux Centre Marcel Dassault Airport,CHR
France,Castres Mazamet Airport,DCM
France,Chalon Champforgeuil Airport,QFC
France,Clermont-Ferrand Auvergne Airport,CFE
France,Cognac Chateaubernard Air Base,CNG
France,Cherbourg Maupertus Airport,CER
France,Cholet Le Pontreau Airport,CET
France,Epinal Mirecourt Airport,EPL
France,Lannion Airport,LAI
France,Lapalisse Perigny Airport,QYX
France,La Rochelle Ile de Re Airport,LRH
France,Landivisiau Air Base,LDV
France,Le Havre Octeville Airport,LEH
France,Le Mans Arnage Airport,LME
France,Laval Entrammes Airport,LVA
France,Le Castellet Airport,CTT
France,Gap Tallard Airport,GAT
France,Granville Airport,GFR
France,Evreux Fauville Air Base,EVX
France,Figari Sud-Corse Airport,FSC
France,La Baule-Escoublac Airport,LBY
France,La Roche-sur-Yon Les Ajoncs Airport,EDM
France,Grenoble Isere Airport,GNB
France,Ile d'Yeu Airport,IDY
France,Arcachon La Teste-de-Buch Airport,XAC
France,Aurillac Tronquieres Airport,AUR
France,Annecy Mont Blanc Airport,NCY
France,Annemasse Airport,QYA
France,Basel Mulhouse-Freiburg EuroAirport,BSL
France,Bastia Poretta Airport,BIA
France,Auxerre Branches Airport,AUF
France,Avignon Caumont Airport,AVN
France,Ajaccio Napoleon Bonaparte Airport,AJA
France,Albert Picardie Airport,BYF
France,Agen La Garenne Airport,AGF
France,Aix-en-Provence Airport,QXB
France,Angers Loire Airport,ANE
France,Angouleme Cognac International Airport,ANG
France,Albertville Airport,QFA
France,Albi Le Sequestre Airport,LBI
France,Belle Ile En Mer Airport,BIC
France,Caen Carpiquet Airport,CFR
France,Cahors Lalbenque Airport,ZAO
France,Brest Bretagne Airport,BES
France,Brive Souillac Airport,BVE
France,Cannes Mandelieu Airport,CEQ
France,Carcassonne Airport,CCF
France,Calais Dunkerque Airport,CQF
France,Calvi Sainte-Catherine Airport,CLY
France,Beziers Cap d'Agde Airport,BZR
France,Biarritz Pays Basque Airport,BIQ
France,Bergerac Dordogne Perigord Airport,EGC
France,Besancon La Veze Airport,QYB
France,Bourg-en-Bresse Ceyzeriat Airport,QYY
France,Bourges Airport,BOU
France,Blois Le Breuil Airport,QYO
France,Bordeaux Merignac Airport,BOD
France,Roanne Renaison Airport,RNE
France,Rochefort Saint Agnant Air Base,RCO
France,Reims Prunay Airport,QYR
France,Rennes Saint-Jacques Airport,RNS
France,Royan Medis Airport,RYN
France,Saint Etienne Boutheon Airport,EBU
France,Rodez Marcillac Airport,RDZ
France,Rouen Airport,URO
France,Poitiers ? Biard Airport,PIS
France,Pontoise Cormeilles Airport,POX
France,Perigueux Bassillac Airport,PGX
France,Perpignan Rivesaltes Airport,PGF
France,Redon Bains-sur-Oust Airport,QYD
France,Reims Champagne Air Base,RHE
France,Propriano Airport,PRP
France,Quimper Cornouaille Airport,UIP
France,Saint Nazaire Montoir Airport,SNR
France,Toussus-Le-Noble Airport,TNF
France,Troyes Barberey Airport,QYT
France,Toulouse Francazal Airport,QYF
France,Tours Val de Loire Airport,TUF
France,Vannes Meucon Airport,VNE
France,Vichy Charmeil Airport,VHY
France,Valence Chabeuil Airport,VAF
France,Valenciennes Denain Airport,QYV
France,Solenzara Air Base,SOZ
France,St-Yan Airport,SYT
France,Saint-Brieuc Armor Airport,SBK
France,Saint-Tropez La Mole Airport,LTT
France,Toulon-Hyeres Airport,TLN
France,Toulouse Blagnac Airport,TLS
France,Strasbourg Airport,SXB
France,Tarbes-Lourdes-Pyrenees Airport,LDE
France,Mende Brenoux Airport,MEN
France,Merville Calonne Airport,HZB
France,Megeve Airport,MVV
France,Melun Villaroche Airport,QFM
France,Montpellier Mediterranee Airport,MPL
France,Morlaix Ploujean Airport,MXN
France,Metz-Nancy-Lorraine Airport,ETZ
France,Montlucon Gueret Airport,MCU
France,Lille Airport,LIL
France,Limoges Bellegarde Airport,LIG
France,Le Puy Loudes Airport,LPY
France,Le Touquet Cote d'Opale Airport,LTQ
France,Lyon Saint Exupery Airport,LYS
France,Marseille Provence Airport,MRS
France,Lorient South Brittany Airport,LRT
France,Lyon Bron Airport,LYN
France,Moulins Montbeugny Airport,XMU
France,Paris Orly Airport,ORY
France,Paris Charles de Gaulle Airport,CDG
France,Ouessant Ushant Airport,OUI
France,Paris Villacoublay Velizy Air Base,VIY
France,Paris Vatry Chalons Airport,XCR
France,Pau Pyrenees Airport,PUF
France,Paris Le Bourget Airport,LBG
France,Paris Beauvais-Tille Airport,BVA
France,Nevers Fourchambault Airport,NVS
France,Nice Cote d'Azur Airport,NCE
France,Nancy Essey Airport,ENC
France,Nantes Atlantique Airport,NTE
France,Nogaro Airport,QFN
France,Orleans Saint-Denis-de-l'Hotel Airport,ORE
France,Nimes Ales Camargue Cevennes Airport,FNI
France,Niort Souche Airport,NIT
French Guiana,Cayenne Felix Eboue Airport,CAY
French Polynesia,Huahine Fare Airport,HUH
French Polynesia,Kauehi Airport,KHZ
French Polynesia,Hao Airport,HOI
French Polynesia,Hikueru Airport,HHZ
French Polynesia,Kaukura Airport,KKR
French Polynesia,Mataiva Airport,MVT
French Polynesia,Maupiti Airport,MAU
French Polynesia,Makemo Airport,MKP
French Polynesia,Manihi Airport,XMH
French Polynesia,Apataki Airport,APK
French Polynesia,Aratika Airport,RKA
French Polynesia,Ahe Airport,AHE
French Polynesia,Anaa Airport,AAA
French Polynesia,Arutua Airport,AXR
French Polynesia,Faaite Airport,FAC
French Polynesia,Fakarava Airport,FAV
French Polynesia,Atuona Airport,AUQ
French Polynesia,Bora Bora Airport,BOB
French Polynesia,Moorea Airport,MOZ
French Polynesia,Takaroa Airport,TKX
French Polynesia,Tatakoto Airport,TKV
French Polynesia,Rurutu Airport,RUR
French Polynesia,Takapoto Airport,TKP
French Polynesia,Tikehau Airport,TIH
French Polynesia,Ua Huka Airport,UAH
French Polynesia,Ua Pou Airport,UAP
French Polynesia,Totegegie Airport,GMR
French Polynesia,Tubuai Mataura Airport,TUB
French Polynesia,Nuku Hiva Airport,NHV
French Polynesia,Papeete Tahiti Faa'a International Airport,PPT
French Polynesia,Napuka Airport,NAU
French Polynesia,Niau Airport,NIU
French Polynesia,Raiatea Airport,RFP
French Polynesia,Raroia Airport,RRR
French Polynesia,Rimatara Airport,RMT
French Polynesia,Raivavae Airport,RVV
French Polynesia,Rangiroa Airport,RGI
Gabon,Franceville Mvengue Airport,MVB
Gabon,Libreville International Airport,LBV
Gabon,Port-Gentil International Airport,POG
Gambia,Banjul International Airport,BJL
Georgia,Batumi International Airport,BUS
Georgia,Kutaisi International Airport,KUT
Georgia,Tbilisi International Airport,TBS
Germany,Geilenkirchen Air Base,GKE
Germany,Ganderkesee Airport,QCQ
Germany,Friedrichshafen Airport,FDH
Germany,Giebelstadt Airport,GHF
Germany,Hamburg Airport,HAM
Germany,Hamburg Finkenwerder Airport,XFW
Germany,Halle Oppin Airport,QEH
Germany,Freiburg Airport,QCF
Germany,Essen Mulheim Airport,ESS
Germany,Erfurt Weimar Airport,ERF
Germany,Emden Airport,EME
Germany,Flensburg Schaferhaus Airport,FLF
Germany,Frankfurt Hahn Airport,HHN
Germany,Frankfurt Egelsbach Airport,QEF
Germany,Frankfurt Airport,FRA
Germany,Itzehoe Hungriger Wolf Airport,IZE
Germany,Ingolstadt Manching Airport,IGS
Germany,Husum Schwesing Airport,QCU
Germany,Juist Airport,JUI
Germany,Kassel Calden Airport,KSF
Germany,Karlsruhe/Baden-Baden Airport,FKB
Germany,Kamenz Airport,QCK
Germany,Hunxe Schwarze Heide Airport,QEP
Germany,Heligoland Airport,HGL
Germany,Heide Buesum Airport,HEI
Germany,Hannover Langenhagen Airport,HAJ
Germany,Heringsdorf Airport,HDF
Germany,Hohn Air Base,QCN
Germany,Hof Plauen Airport,HOQ
Germany,Hildesheim Airport,ZNO
Germany,Bielefeld Airport,BFE
Germany,Berlin Brandenburg Airport,BER
Germany,Bayreuth Bindlacher Berg Airport,BYU
Germany,Bitburg Airport,BBJ
Germany,Braunschweig Airport,BWE
Germany,Borkum Airport,BMK
Germany,Bonn Hangelar Airport,QCH
Germany,Bautzen Airport,QEB
Germany,Altenburg Nobitz Airport,AOC
Germany,Allendorf Airport,QEQ
Germany,Aachen Merzbruck Airport,AAH
Germany,Altenstadt Air Base,QCA
Germany,Bamberg Breitenau Airport,QCB
Germany,Baltrum Airport,BMR
Germany,Augsburg Airport,AGB
Germany,Dusseldorf Monchengladbach Airport,MGL
Germany,Dresden Airport,DRS
Germany,Dortmund Airport,DTM
Germany,Dusseldorf International Airport,DUS
Germany,Eisenach Kindel Airport,EIB
Germany,Eggenfelden Airport,QCE
Germany,Eberswalde Finow Airport,QEE
Germany,Donaueschingen Villingen Airport,QCO
Germany,Celle Air Base,QCC
Germany,Bremgarten Airport,QEG
Germany,Bremen Airport,BRE
Germany,Cologne Bonn Airport,CGN
Germany,Diepholz Air Base,QCD
